GeneSymbol,log2FC,pvalue,mean_severe,mean_non_severe,fdr,direction
YIPF1,0.3007243333333349,1.8070537982754097e-05,9.207871,8.907146666666666,0.2386926744374327,up
ULBP1,0.35590266666666714,2.2104243592853886e-05,3.7659910000000005,3.4100883333333334,0.2386926744374327,up
CDH26,-0.6377794444444449,5.847334122201069e-05,3.88483,4.522609444444445,0.42094958345725497,down
MTHFD2L,0.6171264444444429,9.532041212657399e-05,7.883101999999999,7.265975555555556,0.47238383532448586,up
MYLPF,0.3575669999999995,0.00011250863719721661,4.5861469999999995,4.22858,0.47238383532448586,up
MGAT3,0.6636604444444449,0.00013123595925114206,5.826326,5.162665555555555,0.47238383532448586,up
LRRC1,-0.7095992222222227,0.00017691239170912536,3.995368,4.704967222222223,0.5100438623942952,down
PHTF1,0.5075969999999987,0.00018893137468881612,7.194436999999999,6.68684,0.5100438623942952,up
ZNF816,-0.33535822222222267,0.00026648777281903076,3.6236939999999995,3.959052222222222,0.6118762432498481,down
CHST8,0.4674533333333333,0.0002875238050042254,4.6985399999999995,4.231086666666666,0.6118762432498481,up
GRK5,0.36592222222222226,0.00032024102246838693,9.78708,9.421157777777777,0.6118762432498481,up
FNDC3A,0.42846677777777487,0.00033997846548123245,9.298998999999998,8.870532222222224,0.6118762432498481,up
MPPED2,-0.33236500000000024,0.00038197613624749524,3.026535,3.3589,0.6217498041610324,down
ACTA1,0.4026766666666659,0.00043528086065412866,3.8686999999999996,3.4660233333333337,0.6217498041610324,up
MGLL,1.1034071111111112,0.0004466659914069084,8.334681,7.231273888888889,0.6217498041610324,up
SRPX2,-0.3448053333333334,0.0004940617824201721,3.5265079999999998,3.871313333333333,0.6217498041610324,down
KLHL5,0.48336899999999794,0.0005217992228400152,9.277373999999998,8.794005,0.6217498041610324,up
BMP6,0.9562538888888898,0.000555388323268549,8.115745,7.159491111111111,0.6217498041610324,up
ACTB,-0.14173999999999864,0.0006725851137467286,13.847460000000002,13.9892,0.6217498041610324,down
DUSP5,1.1777445555555541,0.0006832198980137144,10.593183999999999,9.415439444444445,0.6217498041610324,up
PIWIL2,-0.4258838888888894,0.0006855347668782946,3.646235,4.072118888888889,0.6217498041610324,down
LOC646762,0.7473498888888885,0.0007073810484398014,5.6090409999999995,4.861691111111111,0.6217498041610324,up
ZFP28,-0.393513111111111,0.0007213975144203281,3.432918,3.826431111111111,0.6217498041610324,down
