GeneSymbol,log2FC,pvalue,mean_severe,mean_non_severe,fdr,direction
CD244,-0.700263485793486,5.341437426243014e-06,7.897667027027027,8.597930512820513,0.0024489618079285955,down
F2R,-0.9749230561330542,5.438221615275352e-06,7.536875405405407,8.511798461538461,0.0024489618079285955,down
PRR5L,-0.7370410325710308,5.515933283773899e-06,7.6483548648648645,8.385395897435895,0.0024489618079285955,down
FAM153A,0.41710567567567747,5.710427155602592e-06,6.664705675675677,6.247599999999999,0.0024801592336104656,up
ZNF573,-0.702655197505198,6.00671163443065e-06,6.298288648648648,7.000943846153846,0.0024801592336104656,down
ADAMTS8,0.3725482744282749,6.021434937531776e-06,5.874131351351351,5.501583076923076,0.0024801592336104656,up
OR1E2,0.3865084961884957,6.100602890378405e-06,4.936215675675675,4.5497071794871795,0.0024801592336104656,up
UBXN7,-0.4928241025641036,6.15622149459734e-06,7.24475,7.737574102564103,0.0024801592336104656,down
LOC101929741,0.5716061261261278,6.41916036921157e-06,4.066729459459461,3.4951233333333334,0.002498268658940665,up
ETV1,0.6983340332640333,6.503359653598903e-06,6.002658648648648,5.304324615384615,0.002498268658940665,up
GYPA,0.6395896604296603,6.54568207582707e-06,5.120088378378378,4.480498717948718,0.002498268658940665,up
FAM155B,0.3455681288981278,6.827371089083894e-06,5.961883513513513,5.616315384615385,0.0025243728728373328,up
ZNF383,-0.3478159182259182,6.846150287170886e-06,5.941064594594595,6.288880512820513,0.0025243728728373328,down
LOC441666,1.830224324324325,6.989890367191686e-06,6.001714324324325,4.17149,0.002534417748970919,up
FGF7,1.5944023146223136,7.192665539034359e-06,5.862885135135135,4.268482820512822,0.0025571718461348033,up
WLS,-0.8238762439362457,7.297330161836641e-06,5.758223243243243,6.582099487179489,0.0025571718461348033,down
TP63,0.48133363132363094,7.405278157044018e-06,5.34562081081081,4.864287179487179,0.0025571718461348033,up
FRG1BP,0.7667163894663895,7.702935519208518e-06,7.548604594594594,6.781888205128205,0.002581102330764515,up
KCNIP2-AS1,0.30902602217602215,7.711866306582095e-06,6.147272432432433,5.838246410256411,0.002581102330764515,up
ZNF621,-0.5699869577269592,7.869774567123347e-06,7.396504324324324,7.966491282051283,0.0025916931346315016,down
KCNS2,0.657984102564102,7.981771547704463e-06,5.415549999999999,4.757565897435897,0.0025916931346315016,up
LHFPL4,0.37828355509355394,8.422977360724059e-06,5.879474324324324,5.50119076923077,0.0026947334188610573,up
MIR3916,-0.8569146916146906,9.131656140963048e-06,5.848003513513514,6.704918205128204,0.0028791185412558127,down
PALLD,-0.9730294663894679,9.62748399316208e-06,6.513765405405405,7.4867948717948725,0.0028890801680589886,down
PRSS23,-0.9366325848925854,9.659258268918266e-06,7.078684594594595,8.01531717948718,0.0028890801680589886,down
FAM166B,0.29427233541233466,9.688685007161091e-06,5.59474054054054,5.3004682051282055,0.0028890801680589886,up
LOC101929597,-0.5120666112266106,9.716694120567945e-06,6.002551081081082,6.514617692307692,0.0028890801680589886,down
FRS2,-0.542408052668053,9.980062133440917e-06,6.589712972972972,7.132121025641025,0.0028890801680589886,down
CYBRD1,-0.8628946569646576,1.0272805554140177e-05,6.540649189189188,7.403543846153846,0.0028890801680589886,down
EIF3J-AS1,-0.4881282397782405,1.0276890115316615e-05,6.299394324324324,6.787522564102565,0.0028890801680589886,down
PLIN1,0.4344271517671512,1.0282544001948991e-05,5.62299945945946,5.188572307692309,0.0028890801680589886,up
KRTAP5-9,0.28981079002078936,1.0358457968678515e-05,5.939005405405405,5.649194615384616,0.0028890801680589886,up
LINC00607,0.3337198613998611,1.0794190124686469e-05,4.656637297297297,4.322917435897436,0.002972501343829799,up
RECK,1.0507257103257075,1.1034909971074593e-05,8.848681351351349,7.797955641025641,0.003000805830259097,up
ZNF480,-0.4427023007623019,1.1204573951950021e-05,5.0548451351351344,5.497547435897436,0.0030093272385762065,down
CITED4,0.33553715176715126,1.1402243271373522e-05,6.468429459459459,6.132892307692308,0.0030109914898216743,up
GK5,-0.8621731808731798,1.1487579575049366e-05,6.904572972972974,7.766746153846154,0.0030109914898216743,down
ZNF568,-0.3885572418572414,1.1746741607579672e-05,4.586963783783784,4.975521025641026,0.00304226623420114,down
KRTAP19-3,0.3481550866250851,1.197855720102698e-05,4.514569189189189,4.1664141025641035,0.0030658060224510817,up
DPYSL3,0.2668332778932765,1.224571620106702e-05,5.192138918918919,4.925305641025642,0.003073502540153368,up
MLC1,-0.616900318780317,1.2291184600935095e-05,6.218243783783785,6.835144102564102,0.003073502540153368,down
EPN1,0.3714123076923084,1.2617911922759937e-05,6.83741,6.465997692307692,0.0031136612808391763,up
LINC00668,0.5711259875259884,1.309685400958338e-05,6.217146756756758,5.64602076923077,0.0031136612808391763,up
LONRF2,0.4483832224532205,1.3172589581512184e-05,4.397107837837837,3.948724615384617,0.0031136612808391763,up
ZNF256,-0.6589651282051285,1.3203197868344187e-05,5.0359,5.694865128205128,0.0031136612808391763,down
LGR4,0.3096543866943877,1.3346070281751163e-05,5.658490540540541,5.348836153846153,0.0031136612808391763,up
LDOC1,-0.3637007276507287,1.3389464061175438e-05,6.084140810810809,6.447841538461538,0.0031136612808391763,down
SLC25A43,-0.793025190575193,1.3453650213692602e-05,5.856303783783782,6.649328974358975,0.0031136612808391763,down
CHI3L2,-0.6547952182952175,1.3853912129104104e-05,7.353353243243244,8.008148461538461,0.00317254587756484,down
RBMY3AP,0.24761198891198788,1.4241096977850163e-05,4.794613783783783,4.547001794871795,0.0031942176298378998,up
PAX1,0.24708980595980545,1.4242202256689326e-05,5.139876216216216,4.89278641025641,0.0031942176298378998,up
PLA2G4F,0.4573245738045726,1.4862281553682378e-05,6.216809189189188,5.759484615384616,0.0032992748489832665,up
EIF5A2,-0.6411168607068607,1.536115574099687e-05,6.043696216216217,6.684813076923078,0.0033509450289726695,down
ZBED3-AS1,0.39117738045738015,1.5403102868180508e-05,5.669788918918919,5.278611538461539,0.0033509450289726695,up
AKAP5,-0.566223832293832,1.5861980603898242e-05,4.8599802702702695,5.4262041025641015,0.0033863191898436495,down
LRRC27,0.38840455994456047,1.5877019414573763e-05,6.187188918918919,5.798784358974358,0.0033863191898436495,up
RBM41,-0.6353496465696482,1.6459919602731058e-05,6.945651891891891,7.581001538461539,0.003474216358682151,down
PSG1,0.44596780318780294,1.6608526835345607e-05,6.062382162162162,5.616414358974359,0.003474216358682151,up
SH2D4B,0.40442491337491404,1.6803669260047116e-05,4.603350810810811,4.198925897435897,0.0034760673948577908,up
LOC101929488,0.33352105336105264,1.6936940650651614e-05,5.851810540540541,5.518289487179488,0.0034760673948577908,up
HTR5A,0.2588278516978493,1.7606065988706738e-05,5.9228281081081064,5.664000256410257,0.0035796258465823835,up
HOXB3,-0.6480131600831598,1.7892448982016693e-05,6.456848378378379,7.104861538461539,0.0036041687741090104,down
ZNF141,-0.5308293901593899,1.8232480810051486e-05,5.017181891891892,5.548011282051282,0.0036389689910336703,down
FKSG49,0.7470634164934182,1.8835612905343786e-05,9.493791621621623,8.746728205128205,0.003716390104741146,up
BAGE,1.0437711226611213,1.8962045581533772e-05,4.736421891891891,3.6926507692307697,0.003716390104741146,up
TMTC3,-0.651425336105337,1.9288934201086873e-05,5.399995945945946,6.051421282051283,0.0037467032459343294,down
LOC102724891,0.3131387179487186,1.9854787356991617e-05,5.2391700000000005,4.926031282051282,0.003822485831427899,up
ARHGAP44,0.25038845460845494,2.046017449724189e-05,5.329374864864865,5.07898641025641,0.0038886939344576032,up
ZNF468,-0.555098634788636,2.0556184898304957e-05,7.780751621621621,8.335850256410257,0.0038886939344576032,down
LOC100505817,0.44489562716562725,2.101973943743025e-05,4.24240972972973,3.797514102564103,0.003937814570957529,up
LINC00705,0.28413801801801863,2.1177858184418793e-05,5.651741351351352,5.367603333333333,0.003937814570957529,up
BDNF,0.8278883645183654,2.1519281203735904e-05,6.168898108108108,5.341009743589742,0.0039665700309601485,up
LINC01204,0.45915261261261353,2.1697165418720187e-05,4.978185945945947,4.519033333333334,0.0039665700309601485,up
CACNA2D3,-0.9006128759528753,2.1947856610386243e-05,5.927928918918919,6.828541794871795,0.003978963504657939,down
ANKRD20A4,1.3551847054747057,2.243279961763178e-05,4.682776756756757,3.3275920512820516,0.004033269055219665,up
PRO2214,0.49692483714483426,2.2816310083670336e-05,5.575014324324323,5.078089487179489,0.00406859693336269,up
SPINK4,0.3095243381843389,2.3031781061045197e-05,5.801464594594594,5.491940256410255,0.0040736292437645386,up
GLI3,0.4420517186417161,2.3297056312015913e-05,6.922223513513512,6.480171794871796,0.0040873182263540826,up
D21S2088E,0.4475633194733186,2.4523499434613897e-05,5.558749729729729,5.11118641025641,0.004126623699292375,up
LOC388780,0.24220454608454656,2.471071938901856e-05,6.601638648648648,6.3594341025641015,0.004126623699292375,up
LOC100507258,-0.48658826749826734,2.4808648242356434e-05,6.038833783783784,6.525422051282051,0.004126623699292375,down
LOC100652911,0.36795790020789987,2.4872669343743475e-05,4.810194054054055,4.442236153846155,0.004126623699292375,up
TRIM23,-0.5448651489951493,2.5004197789152576e-05,5.922574594594595,6.467439743589744,0.004126623699292375,down
EHHADH,-0.4951727096327101,2.5147661700408003e-05,4.596492162162162,5.0916648717948725,0.004126623699292375,down
WNT5A,0.3376253984753981,2.5218167470324197e-05,4.01029027027027,3.6726648717948716,0.004126623699292375,up
HS3ST3B1,-0.9192196188496169,2.5355863542099386e-05,7.342732432432433,8.26195205128205,0.004126623699292375,down
PIP5K1A,0.7786261261261265,2.537503000679487e-05,8.04586945945946,7.267243333333334,0.004126623699292375,up
CCDC182,0.2302915523215523,2.5417953376473376e-05,6.79096027027027,6.560668717948718,0.004126623699292375,up
RBFOX2,0.42947895356895227,2.649096162561002e-05,5.714584594594594,5.285105641025642,0.004225301110196105,up
HP,1.3080362162162178,2.6507226035636557e-05,8.877156216216218,7.56912,0.004225301110196105,up
TRAPPC11,-0.434713846153846,2.6780722905462896e-05,8.0749,8.509613846153846,0.004225301110196105,down
SAA2-SAA4,0.35567048510048505,2.6802645516297972e-05,5.768689459459459,5.413018974358974,0.004225301110196105,up
NMT2,-0.7170444490644483,2.7491138065769407e-05,7.274853243243243,7.991897692307691,0.004231955773755219,down
PID1,-0.9227962439362418,2.7545159875018506e-05,6.029353243243244,6.9521494871794856,0.004231955773755219,down
TIGD2,-0.45562669438669534,2.758429394522355e-05,7.117079459459458,7.572706153846154,0.004231955773755219,down
PRTFDC1,-0.6747026819126818,2.762297034581664e-05,5.173422702702703,5.8481253846153844,0.004231955773755219,down
LOC101927362,0.40700185031184866,2.7881842444804142e-05,6.76082108108108,6.353819230769231,0.004241744632074924,up
DOK5,0.47958550935550903,2.8799873692110484e-05,5.579862432432432,5.100276923076923,0.004286611117160506,up
CES3,0.5597896812196792,2.8865257803335505e-05,7.586443783783782,7.026654102564103,0.004286611117160506,up
ZNF597,-0.3456315453915453,2.8905448892842072e-05,5.615424864864865,5.96105641025641,0.004286611117160506,down
SLC10A3,-0.2706973388773397,2.901194554548705e-05,7.846291891891892,8.116989230769232,0.004286611117160506,down
LOC728095,0.2462830214830225,2.9201783178128754e-05,4.85474891891892,4.608465897435898,0.004286611117160506,up
LINC01622,0.32192723492723463,2.9776232971886544e-05,4.530841081081081,4.2089138461538464,0.004286611117160506,up
LINC00470,0.4127929244629245,2.978254690987374e-05,5.181577027027028,4.768784102564103,0.004286611117160506,up
ASB15,0.37910963963963784,2.9838164015003813e-05,4.972592972972972,4.593483333333334,0.004286611117160506,up
ZNF767P,-0.4186288773388771,3.0016351773156636e-05,6.814721891891892,7.2333507692307695,0.004286611117160506,down
NHLRC4,0.3391477616077614,3.0147161614596984e-05,6.98814135135135,6.648993589743589,0.004286611117160506,up
LOC101929621,0.23077986139986262,3.064207114837052e-05,3.9268472972972983,3.6960674358974357,0.0043282674130583594,up
FAT3,0.6190263478863494,3.097124471139486e-05,4.5040737837837845,3.885047435897435,0.0043282674130583594,up
LOC102723701,0.325317304227303,3.1036989953440775e-05,5.609052432432431,5.283735128205128,0.0043282674130583594,up
ATRNL1,0.6207876853776861,3.1555108004083655e-05,5.216734864864866,4.59594717948718,0.004350501344365952,up
NPTXR,0.2676758281358307,3.1596378414609076e-05,7.15667864864865,6.889002820512819,0.004350501344365952,up
T,0.2960798891198886,3.181091611153609e-05,6.6174278378378375,6.321347948717949,0.004352493584946337,up
YES1,-0.5717110949410973,3.2244349828628974e-05,5.515098648648647,6.086809743589744,0.004374109088465145,down
CEBPE,0.5953237837837833,3.2504018673205505e-05,6.413163783783783,5.8178399999999995,0.004374109088465145,up
ADH1B,0.3019372626472614,3.257208330642857e-05,4.121761621621621,3.8198243589743597,0.004374109088465145,up
LOC100130452,0.23463251559251663,3.323988239794514e-05,4.597594054054055,4.362961538461539,0.004436402709001819,up
LINC00881,0.3299401732501748,3.377070511735761e-05,5.10041837837838,4.770478205128205,0.004479766401390944,up
PDZD3,0.43588650727650613,3.409425103013744e-05,6.5720218918918905,6.136135384615384,0.00449276877527768,up
SH3GL3,1.5749564795564792,3.489519652443613e-05,6.283651351351351,4.708694871794872,0.00449276877527768,up
TPPP2,0.27802453222453405,3.50630961573077e-05,4.692018378378379,4.413993846153845,0.00449276877527768,up
ZNF514,-0.6061832016632005,3.5293964702366746e-05,5.374617567567569,5.980800769230769,0.00449276877527768,down
HDAC11,0.2745804088704089,3.530942730404745e-05,6.759732972972973,6.485152564102564,0.00449276877527768,up
MEFV,0.9203269369369389,3.537181143174502e-05,7.765800270270271,6.845473333333332,0.00449276877527768,up
FKBP1A-SDCBP2,0.33948954954954846,3.5586095300589226e-05,6.055456216216216,5.7159666666666675,0.00449276877527768,up
CT55,0.3079967844767859,3.6355006928561545e-05,4.807287297297298,4.4992905128205125,0.00449276877527768,up
CCDC157,0.41889361746361686,3.6518385643122266e-05,7.084260540540541,6.665366923076924,0.00449276877527768,up
GRIK2,1.329303173943173,3.657136770426172e-05,5.132151891891892,3.802848717948719,0.00449276877527768,up
FAM200A,-0.6356832224532232,3.6692113947386195e-05,4.6128221621621615,5.248505384615385,0.00449276877527768,down
CRIM1,-0.6332528690228685,3.682918684786261e-05,5.763114054054054,6.396366923076923,0.00449276877527768,down
ADGRG7,0.6853873180873178,3.7114257253006004e-05,4.306792702702703,3.621405384615385,0.00449276877527768,up
HSPC081,0.2534856271656265,3.714821926679088e-05,4.8451897297297295,4.591704102564103,0.00449276877527768,up
LOC101929540,0.5110249757449763,3.715233689293817e-05,6.389007027027028,5.877982051282052,0.00449276877527768,up
ZNF441,-0.6197186070686076,3.741677165209049e-05,4.424492162162162,5.044210769230769,0.00449276877527768,down
GAREM1,0.3299729036729042,3.795870676111143e-05,4.743281621621621,4.413308717948717,0.00449276877527768,up
BSND,0.3093081081081097,3.80572545738833e-05,6.931508108108108,6.6221999999999985,0.00449276877527768,up
RCC1,0.6942242550242543,3.833645129423683e-05,8.023012972972973,7.328788717948719,0.00449276877527768,up
PTCH1,-0.7654382120582124,3.860221866012557e-05,6.894944864864866,7.660383076923078,0.00449276877527768,down
ARHGEF17,0.38137083853083986,3.8642991667308024e-05,7.4734713513513515,7.092100512820512,0.00449276877527768,up
FOXK1,-0.5266938392238378,3.8860206194756484e-05,7.475865135135135,8.002558974358973,0.00449276877527768,down
FLJ36840,0.4992533125433125,3.88728407552502e-05,5.198294594594595,4.699041282051282,0.00449276877527768,up
CSMD2-AS1,0.4847924185724173,3.9183437029588185e-05,5.500012162162161,5.015219743589744,0.00449276877527768,up
OSGEPL1,-0.6435507415107411,3.935722353155278e-05,7.1941105405405406,7.837661282051282,0.00449276877527768,down
CCNT2-AS1,0.7980070824670813,3.93885777483156e-05,5.127948108108107,4.329941025641026,0.00449276877527768,up
PTGDR,-0.935463083853084,3.944467184913983e-05,6.559084864864864,7.494547948717948,0.00449276877527768,down
ZNF777,-0.5542589258489254,3.985135907121488e-05,6.786455945945946,7.340714871794871,0.004504761757672545,down
NFE2L3,-0.5243761261261248,4.013002664163341e-05,5.98937054054054,6.513746666666665,0.004504761757672545,down
GAGE1,0.6722552044352037,4.017116897212014e-05,4.691236486486485,4.018981282051281,0.004504761757672545,up
LOC729815,0.3203973042273036,4.1033015050529296e-05,5.048302432432432,4.727905128205128,0.0045778114996116144,up
GALNT10,-0.5389418780318769,4.1246586532668074e-05,7.729568378378379,8.268510256410256,0.004578160663358133,down
DHRS2,0.45537668052668234,4.1532511581181736e-05,6.527290270270272,6.071913589743589,0.004586496393140145,up
TCEA2,-0.4635647054747052,4.293704944911363e-05,6.5585932432432426,7.022157948717948,0.0046851913328742854,down
CCDC169,1.119875183645183,4.308202023111597e-05,4.56390108108108,3.444025897435897,0.0046851913328742854,up
ABI2,-0.3914619542619535,4.337785893293995e-05,7.748001891891893,8.139463846153847,0.0046851913328742854,down
LOC729173,0.46197108108107976,4.358685952148173e-05,5.541151081081081,5.079180000000001,0.0046851913328742854,up
KIAA1841,-0.3517358558558543,4.3718080990664605e-05,6.083220810810812,6.434956666666666,0.0046851913328742854,down
LRRC56,0.3392464310464307,4.371840223275017e-05,6.578285405405405,6.239038974358975,0.0046851913328742854,up
APOC2,0.3288132917532911,4.488342069945979e-05,5.292759189189189,4.963945897435898,0.004776981189531831,up
FLJ21408,0.3426177893277895,4.514433027733012e-05,5.721971891891893,5.379354102564103,0.004776981189531831,up
DDX23,-0.5725362439362431,4.537149035947389e-05,8.519083243243243,9.091619487179486,0.004776981189531831,down
PKLR,0.3107040956340974,4.545323402588319e-05,5.4748548648648665,5.164150769230769,0.004776981189531831,up
TANC2,-0.604805433125434,4.6385053274423336e-05,5.7935440540540535,6.3983494871794875,0.0048353448021806215,down
LOC101926913,0.2928768468468492,4.645309416942082e-05,4.567283513513515,4.274406666666666,0.0048353448021806215,up
IQUB,0.6820351905751907,4.8242764589858904e-05,4.073046216216216,3.3910110256410255,0.004997720684058955,up
DOC2B,0.26646632709632545,4.916293517216151e-05,6.508118378378378,6.241652051282053,0.005068908315973335,up
ERBB2,-0.41580440055439993,5.075502674082899e-05,6.81882918918919,7.23463358974359,0.0052002958365766115,down
LOC100506860,0.419466902286902,5.091533041557427e-05,5.5351745945945945,5.1157076923076925,0.0052002958365766115,up
MAP4K5,-0.4248223908523876,5.2236224233644774e-05,7.359358378378379,7.784180769230766,0.005310275972910943,down
C12orf66,-0.4542430006930003,5.4414007144010926e-05,6.827706486486486,7.281949487179486,0.005505938257757943,down
TAT,0.4067789951489953,5.512603606823967e-05,5.652905405405406,5.2461264102564105,0.005552161641965528,up
CCT6B,-0.5422367013167015,5.55986217651476e-05,5.457164324324324,5.999401025641026,0.005573911735941911,down
SMKR1,-0.6639954816354825,5.5854413166413996e-05,5.475818108108108,6.13981358974359,0.005573911735941911,down
UPP2,0.28460781011781,5.964270629062306e-05,4.230567297297297,3.9459594871794867,0.005882736387260437,up
LOC101060424,0.620623104643105,5.9759410614342774e-05,5.793830540540541,5.173207435897436,0.005882736387260437,up
PLA2G7,-0.7830928690228678,5.976027311351673e-05,6.220044054054054,7.003136923076922,0.005882736387260437,down
C20orf203,0.30762355509355466,6.044965153481861e-05,6.488704324324325,6.18108076923077,0.00592379355468459,up
SIMC1,-0.585235225225226,6.202171340437123e-05,7.183298108108107,7.768533333333333,0.005998829749318171,down
MIR31HG,0.3318492446292458,6.228363204979664e-05,5.247920270270271,4.916071025641025,0.005998829749318171,up
LOC153682,-0.532222557172557,6.2404025745946e-05,5.051635135135135,5.583857692307692,0.005998829749318171,down
C8orf17,0.1933056756756768,6.24055276912561e-05,4.590495675675677,4.39719,0.005998829749318171,up
OR12D3,0.486388260568261,6.259408655919214e-05,4.924961081081082,4.438572820512821,0.005998829749318171,up
NR2F2-AS1,0.3717116632016628,6.464784737271111e-05,4.869552432432433,4.49784076923077,0.00612737217809129,up
STMN4,0.47522866943867026,6.469884759635086e-05,6.2133040540540545,5.738075384615384,0.00612737217809129,up
ANKRD18A,0.6133812266112262,6.478030801935172e-05,4.176698918918919,3.5633176923076926,0.00612737217809129,up
OPHN1,1.3800236521136515,6.6086138106143e-05,11.468896216216216,10.088872564102564,0.006185519924531498,up
LOC285593,0.28682882189882175,6.648401131097745e-05,4.8828770270270265,4.596048205128205,0.006185519924531498,up
RFX3,-0.4430514275814277,6.659576566880637e-05,6.304932162162162,6.74798358974359,0.006185519924531498,down
HHIP-AS1,0.2540991476091481,6.681824587235241e-05,6.394278378378378,6.14017923076923,0.006185519924531498,up
DUS4L,-0.5748403880803847,6.73953304333709e-05,6.532452432432434,7.107292820512819,0.006185519924531498,down
LOC101927552,0.3218532155232161,6.74137889141533e-05,4.778212702702703,4.456359487179487,0.006185519924531498,up
C9orf41-AS1,0.33209762300762424,6.750316108595074e-05,4.39217864864865,4.060081025641026,0.006185519924531498,up
SSX2B,0.3362633541233535,6.771575498821726e-05,5.812435405405404,5.476172051282051,0.006185519924531498,up
A2MP1,0.3744043381843376,6.795399963056897e-05,5.467694594594595,5.093290256410257,0.006185519924531498,up
ZNF675,-0.5011604365904363,6.948060423703064e-05,5.323086486486487,5.824246923076923,0.006298127271569173,down
LOC105376689,0.5087646985446979,7.009898383272768e-05,6.533811621621621,6.025046923076923,0.006314899354714975,up
MSANTD3,-0.454346424116423,7.024617990535619e-05,6.6608997297297305,7.1152461538461536,0.006314899354714975,down
ZNF304,-0.7027623908523912,7.074157493341515e-05,5.847668378378378,6.550430769230769,0.006333263220890726,down
FGF20,0.26028856548856494,7.120470148044296e-05,3.975417027027027,3.715128461538462,0.006348599511094413,up
ATP9B,-0.5754170755370733,7.292358840137913e-05,7.110917027027028,7.686334102564102,0.006446007209927671,down
CCSER1,0.5203808731808737,7.300095312848396e-05,4.3808570270270275,3.860476153846154,0.006446007209927671,up
TMEM212,0.3859163963963965,7.318610806031417e-05,4.50968972972973,4.123773333333333,0.006446007209927671,up
ALDOC,-0.3407435550935549,7.376780331540756e-05,7.415985675675676,7.756729230769231,0.006448933810739716,down
ZNF208,0.47811918225918104,7.381220495859293e-05,3.9355040540540536,3.4573848717948725,0.006448933810739716,up
MAPK8,-0.2903025641025643,7.527463481577163e-05,7.82183,8.112132564102565,0.006527771626178955,down
LINC01297,0.5053732501732506,7.531467148567767e-05,4.912238378378378,4.406865128205127,0.006527771626178955,up
FLJ12825,0.4669617948717937,7.603172104156033e-05,5.50191,5.034948205128206,0.006563770203409305,up
TRIM45,0.32044855162855246,7.650182520742936e-05,5.738296756756757,5.417848205128204,0.006578249831571643,up
GRIN2C,0.2745327165627174,7.700169050244947e-05,5.843702972972974,5.569170256410256,0.006595164475908614,up
SPP2,0.3130990090090098,7.749825705300965e-05,4.901535675675675,4.588436666666666,0.006611665028189118,up
